Unnamed: 0,firstName,initials,lastName,affiliation,country,institute
170,,X,Wang,"College of Animal Science and Technology, Northwest A&F University, Shaanxi Key Laboratory of Animal Genetics, Breeding and Reproduction, Yangling 712100, Shaanxi, China.",China,Northwest A&F University
171,,X,Lan,"College of Animal Science and Technology, Northwest A&F University, Shaanxi Key Laboratory of Animal Genetics, Breeding and Reproduction, Yangling 712100, Shaanxi, China.",China,Northwest A&F University
172,,Y,Huang,"College of Animal Science and Technology, Northwest A&F University, Shaanxi Key Laboratory of Animal Genetics, Breeding and Reproduction, Yangling 712100, Shaanxi, China.",China,Northwest A&F University
173,,X,Qi,"Bureau of Animal Husbandry of Biyang County, Biyang 463700, Henan, China.",China,Unparsed
174,,H,Chen,"College of Animal Science and Technology, Northwest A&F University, Shaanxi Key Laboratory of Animal Genetics, Breeding and Reproduction, Yangling 712100, Shaanxi, China.",China,Northwest A&F University
175,,H,Cai,"Key Laboratory of Animal Genetics, Breeding and Reproduction of Shaanxi Province, College of Animal Science and Technology, Northwest A&F University, Yangling, Shaanxi, China.",China,Northwest A&F University
176,,M,Li,"College of Animal Science and Technology, Yangzhou University, Yangzhou, Jiangsu, China.",China,Yangzhou University
177,,W,Jian,"Key Laboratory of Animal Genetics, Breeding and Reproduction of Shaanxi Province, College of Animal Science and Technology, Northwest A&F University, Yangling, Shaanxi, China.",China,Northwest A&F University
178,,C,Song,"Key Laboratory of Animal Genetics, Breeding and Reproduction of Shaanxi Province, College of Animal Science and Technology, Northwest A&F University, Yangling, Shaanxi, China.",China,Northwest A&F University
179,,Y,Huang,"Key Laboratory of Animal Genetics, Breeding and Reproduction of Shaanxi Province, College of Animal Science and Technology, Northwest A&F University, Yangling, Shaanxi, China.",China,Northwest A&F University
180,,X,Lan,"Key Laboratory of Animal Genetics, Breeding and Reproduction of Shaanxi Province, College of Animal Science and Technology, Northwest A&F University, Yangling, Shaanxi, China.",China,Northwest A&F University
181,,C,Lei,"Key Laboratory of Animal Genetics, Breeding and Reproduction of Shaanxi Province, College of Animal Science and Technology, Northwest A&F University, Yangling, Shaanxi, China.",China,Northwest A&F University
182,,H,Chen,"College of Animal Science and Technology, Yangzhou University, Yangzhou, Jiangsu, China.",China,Yangzhou University
183,,B,Yue,"Key Laboratory of Animal Genetics, Breeding and Reproduction of Shaanxi Province, College of Animal Science and Technology, Northwest A&F University, Yangling 712100, Shaanxi, China.",China,Northwest A&F University
184,,H,Yang,"Key Laboratory of Animal Genetics, Breeding and Reproduction of Shaanxi Province, College of Animal Science and Technology, Northwest A&F University, Yangling 712100, Shaanxi, China.",China,Northwest A&F University
185,,J,Wu,"Key Laboratory of Animal Genetics, Breeding and Reproduction of Shaanxi Province, College of Animal Science and Technology, Northwest A&F University, Yangling 712100, Shaanxi, China.",China,Northwest A&F University
186,,J,Wang,"Key Laboratory of Animal Genetics, Breeding and Reproduction of Shaanxi Province, College of Animal Science and Technology, Northwest A&F University, Yangling 712100, Shaanxi, China.",China,Northwest A&F University
187,,W,Ru,"Key Laboratory of Animal Genetics, Breeding and Reproduction of Shaanxi Province, College of Animal Science and Technology, Northwest A&F University, Yangling 712100, Shaanxi, China.",China,Northwest A&F University
188,,J,Cheng,"Key Laboratory of Animal Genetics, Breeding and Reproduction of Shaanxi Province, College of Animal Science and Technology, Northwest A&F University, Yangling 712100, Shaanxi, China.",China,Northwest A&F University
189,,Y,Huang,"Key Laboratory of Animal Genetics, Breeding and Reproduction of Shaanxi Province, College of Animal Science and Technology, Northwest A&F University, Yangling 712100, Shaanxi, China.",China,Northwest A&F University
190,,C,Lei,"Key Laboratory of Animal Genetics, Breeding and Reproduction of Shaanxi Province, College of Animal Science and Technology, Northwest A&F University, Yangling 712100, Shaanxi, China.",China,Northwest A&F University
191,,X,Lan,"Key Laboratory of Animal Genetics, Breeding and Reproduction of Shaanxi Province, College of Animal Science and Technology, Northwest A&F University, Yangling 712100, Shaanxi, China.",China,Northwest A&F University
192,,H,Chen,"Key Laboratory of Animal Genetics, Breeding and Reproduction of Shaanxi Province, College of Animal Science and Technology, Northwest A&F University, Yangling 712100, Shaanxi, China.",China,Northwest A&F University
193,,L,Hu,"Key Laboratory of Adaptation and Evolution of Plateau Biota, Northwest Institute of Plateau Biology, Chinese Academy of Sciences, Xining, Qinghai, People's Republic of China.",,Northwest Institute of Plateau Biology
194,,J,Yu,"College of Animal Science and Technology, Northwest A&F University, Yangling, Qinghai, People's Republic of China.",,Northwest A&F University
195,,R,Huang,"Qinghai Academy of Animal Science and Veterinary Medicine, Qinghai University, Xining, Qinghai, People's Republic of China.",,Qinghai University
196,,P,Yang,"College of Animal Science and Technology, Northwest A&F University, Yangling, Qinghai, People's Republic of China.",,Northwest A&F University
197,,Z,Zhang,"Institute of Animal Husbandry and Veterinary Science, Henan Academy of Agricultural Sciences, Zhengzhou, Henan, People's Republic of China.",,Institute of Animal Husbandry and Veterinary Science
198,,Y,Chai,"Institute of Animal Husbandry and Veterinary Science, Henan Academy of Agricultural Sciences, Zhengzhou, Henan, People's Republic of China.",,Institute of Animal Husbandry and Veterinary Science
199,,Q,Shi,"Institute of Animal Husbandry and Veterinary Science, Henan Academy of Agricultural Sciences, Zhengzhou, Henan, People's Republic of China.",,Institute of Animal Husbandry and Veterinary Science
200,,F,Chen,"Institute of Animal Husbandry and Veterinary Science, Henan Academy of Agricultural Sciences, Zhengzhou, Henan, People's Republic of China.",,Institute of Animal Husbandry and Veterinary Science
201,,X,Liu,"Henan Provincial Animal Husbandry General Station, Zhengzhou, Henan, People's Republic of China.",,Unparsed
202,,Z,Li,"Henan Provincial Animal Husbandry General Station, Zhengzhou, Henan, People's Republic of China.",,Unparsed
203,,B,Ru,"Henan Provincial Animal Husbandry General Station, Zhengzhou, Henan, People's Republic of China.",,Unparsed
204,,E,Wang,"Institute of Animal Husbandry and Veterinary Science, Henan Academy of Agricultural Sciences, Zhengzhou, Henan, People's Republic of China.",,Institute of Animal Husbandry and Veterinary Science
205,,C,Lei,"Key Laboratory of Adaptation and Evolution of Plateau Biota, Northwest Institute of Plateau Biology, Chinese Academy of Sciences, Xining, Qinghai, People's Republic of China.",,Northwest Institute of Plateau Biology
206,,W,Peng,"Qinghai Academy of Animal Science and Veterinary Medicine, Qinghai University, Xining, Qinghai, People's Republic of China.",,Qinghai University
207,,Y,Huang,"College of Animal Science and Technology, Northwest A&F University, Yangling, Qinghai, People's Republic of China.",,Northwest A&F University
208,,J,Cheng,"College of Animal Science and Technology, Northwest A&F University, No.22 Xinong Road, Yangling district, Yangling, Shaanxi province, 712100, China.",China,Northwest A&F University
209,,X,Cao,"Joint International Research Laboratory of Agriculture and Agri-Product Safety of Ministry of Education of China, Yangzhou University, Yangzhou, 225009, China.",China,Yangzhou University
210,,X,Wang,"College of Animal Science and Technology, Northwest A&F University, No.22 Xinong Road, Yangling district, Yangling, Shaanxi province, 712100, China.",China,Northwest A&F University
211,,J,Wang,"College of Animal Science and Technology, Northwest A&F University, No.22 Xinong Road, Yangling district, Yangling, Shaanxi province, 712100, China.",China,Northwest A&F University
212,,B,Yue,"Key Laboratory of Qinghai-Tibetan Plateau Animal Genetic Resource Reservation and Utilization, Southwest Minzu University, Chengdu, 610225, China.",China,Southwest Minzu University
213,,W,Sun,"College of Animal Science and Technology, Yangzhou University, Yangzhou, 225009, China.",China,Yangzhou University
214,,Y,Huang,"College of Animal Science and Technology, Northwest A&F University, No.22 Xinong Road, Yangling district, Yangling, Shaanxi province, 712100, China.",China,Northwest A&F University
215,,X,Lan,"College of Animal Science and Technology, Northwest A&F University, No.22 Xinong Road, Yangling district, Yangling, Shaanxi province, 712100, China.",China,Northwest A&F University
216,,G,Ren,"College of Animal Science and Technology, Northwest A&F University, No.22 Xinong Road, Yangling district, Yangling, Shaanxi province, 712100, China.",China,Northwest A&F University
217,,C,Lei,"College of Animal Science and Technology, Northwest A&F University, No.22 Xinong Road, Yangling district, Yangling, Shaanxi province, 712100, China.",China,Northwest A&F University
218,,H,Chen,"College of Animal Science, Xinjiang Agricultural University, Urumqi, 830052, China. chenhong1212@263.net.",China,Xinjiang Agricultural University
219,,Z,Zhang,"Institute of Animal Husbandry and Veterinary Science, Henan Academy of Agricultural Sciences, No. 116 Hua Yuan Road, Zhengzhou 450002, China.",China,Institute of Animal Husbandry and Veterinary Science
220,,Q,Shi,"Institute of Animal Husbandry and Veterinary Science, Henan Academy of Agricultural Sciences, No. 116 Hua Yuan Road, Zhengzhou 450002, China.",China,Institute of Animal Husbandry and Veterinary Science
221,,X,Zhu,"Institute of Animal Husbandry and Veterinary Science, Henan Academy of Agricultural Sciences, No. 116 Hua Yuan Road, Zhengzhou 450002, China.",China,Institute of Animal Husbandry and Veterinary Science
222,,L,Jin,"Institute of Animal Husbandry and Veterinary Science, Henan Academy of Agricultural Sciences, No. 116 Hua Yuan Road, Zhengzhou 450002, China.",China,Institute of Animal Husbandry and Veterinary Science
223,,L,Lang,"Institute of Animal Husbandry and Veterinary Science, Henan Academy of Agricultural Sciences, No. 116 Hua Yuan Road, Zhengzhou 450002, China.",China,Institute of Animal Husbandry and Veterinary Science
224,,S,Lyu,"Institute of Animal Husbandry and Veterinary Science, Henan Academy of Agricultural Sciences, No. 116 Hua Yuan Road, Zhengzhou 450002, China.",China,Institute of Animal Husbandry and Veterinary Science
225,,X,Xin,"Institute of Animal Husbandry and Veterinary Science, Henan Academy of Agricultural Sciences, No. 116 Hua Yuan Road, Zhengzhou 450002, China.",China,Institute of Animal Husbandry and Veterinary Science
226,,Y,Huang,"College of Animal Science and Technology, Northwest A&F University, Yangling 712100, China.",China,Northwest A&F University
227,,X,Yu,"Henan Animal Health Supervision Institute, Zhengzhou 450003, China.",China,Henan Animal Health Supervision Institute
228,,Z,Li,"Henan Provincial Animal Husbandry General Station, Zhengzhou 450008, China.",China,Unparsed
229,,S,Chen,"Synthetic Biology Engineering Lab of Henan Province, School of Sciences and Technology, Xinxiang Medical University, Xinxiang 453003, China.",China,Xinxiang Medical University
230,,Z,Xu,"Institute of Animal Husbandry and Veterinary Science, Henan Academy of Agricultural Sciences, No. 116 Hua Yuan Road, Zhengzhou 450002, China.",China,Institute of Animal Husbandry and Veterinary Science
231,,W,Zhang,"College of Animal Science and Veterinary Medicine, Henan Institute of Science and Technology, Xinxiang 453003, China.",China,Henan Institute of Science and Technology
232,,E,Wang,"Institute of Animal Husbandry and Veterinary Science, Henan Academy of Agricultural Sciences, No. 116 Hua Yuan Road, Zhengzhou 450002, China.",China,Institute of Animal Husbandry and Veterinary Science
233,,X,Zhou,"College of Resources and Environment, University of Chinese Academy of Science, Beijing 100049, China.",China,University of Chinese Academy of Science
234,,Q,Yan,"Hunan Co-Innovation Center for Utilization of Botanical Functional Ingredients, Changsha 410128, China.",China,Unparsed
235,,L,Liu,"College of Animal Science, Tarim University, Alaer 843300, China.",China,Tarim University
236,,G,Chen,"College of Animal Science, Tarim University, Alaer 843300, China.",China,Tarim University
237,,S,Tang,"College of Resources and Environment, University of Chinese Academy of Science, Beijing 100049, China.",China,University of Chinese Academy of Science
238,,Z,He,"Hunan Co-Innovation Center for Utilization of Botanical Functional Ingredients, Changsha 410128, China.",China,Unparsed
239,,Z,Tan,"Hunan Co-Innovation Center of Animal Production Safety, CICAPS, Changsha 410128, China.",China,Unparsed
240,,Y,Cheng,"University of Chinese Academy of Sciences, Beijing, China.",China,University of Chinese Academy of Sciences
241,,C,Yang,"University of Chinese Academy of Sciences, Beijing, China.",China,University of Chinese Academy of Sciences
242,,W,Chen,"University of Chinese Academy of Sciences, Beijing, China.",China,University of Chinese Academy of Sciences
243,,Q,Yan,"Hunan Co-Innovation Center of Animal Production Safety, CICAPS, Changsha, Hunan, China.",China,Unparsed
244,,Z,Tan,"Hunan Co-Innovation Center of Animal Production Safety, CICAPS, Changsha, Hunan, China.",China,Unparsed
245,,Z,He,"Hunan Co-Innovation Center of Animal Production Safety, CICAPS, Changsha, Hunan, China.",China,Unparsed
246,,T,Dorji,"Department of Internal Medicine, Central Regional Referral Hospital, Gelephu, Bhutan. dorji.thinleydr@gmail.com.",Bhutan,Unparsed
247,,J,Lamichaney,"Department of Internal Medicine, Central Regional Referral Hospital, Gelephu, Bhutan.",Bhutan,Unparsed
248,,C,Gyaltshen,"Department of Internal Medicine, Central Regional Referral Hospital, Gelephu, Bhutan.",Bhutan,Unparsed
249,,L,Lungten,"Regional Veterinary Hospital and Epidemiology Centre, Gelephu, Bhutan.",Bhutan,Unparsed
250,,GP,Dhakal,"Faculty of Postgraduate Medicine, Khesar Gyalpo University of Medical Sciences of Bhutan, Thimphu, Bhutan.",Bhutan,Khesar Gyalpo University of Medical Sciences of Bhutan
251,,S,Dorjee,"Office of the President, Khesar Gyalpo University of Medical Sciences of Bhutan, Thimphu, Bhutan.",Bhutan,Khesar Gyalpo University of Medical Sciences of Bhutan
252,,ML,Mynak,"Office of the President, National Medical Services, Ministry of Health, Thimphu, Bhutan.",Bhutan,Unparsed
253,,Q,Liu,"Key Laboratory of Animal Cellular and Genetics Engineering of Heilongjiang Province, College of Life Science, Northeast Agricultural University, Harbin 150030, China.",China,Northeast Agricultural University
