firstName,initials,lastName,pubmed_affiliation,pubmed_institute,address
Chi,C,Zhang,"Department of Pathology, University of Maryland School of Medicine, Baltimore, MD 21201, USA.",University of Maryland School of Medicine,"10 S Pine St # 700A, Baltimore, MD 21201, USA"
Mohamed,M,Nasr,"Drug Development and Clinical Sciences Branch, Division of AIDS, NIAID, National Institutes of Health, Bethesda, MD 20892, USA.",National Institutes of Health,"2621 S Bristol St Suite 303, Santa Ana, CA 92704, USA"
Yan-Jin,Y,Zhang,"Department of Veterinary Medicine, University of Maryland, College Park, MD 20742, USA.",University of Maryland,"8075 Greenmead Dr, College Park, MD 20740, USA"
Yugang,Y,Zhang,"Department of Veterinary Medicine, University of Maryland, College Park, MD 20742, USA.",University of Maryland,"8075 Greenmead Dr, College Park, MD 20740, USA"
Yixiang,Y,Zhang,"Department of Veterinary Medicine, University of Maryland, College Park, MD 20742, USA.",University of Maryland,"8075 Greenmead Dr, College Park, MD 20740, USA"
Yanbin,Y,Zhang,"Department of Veterinary Medicine, University of Maryland, College Park, MD 20742, USA.",University of Maryland,"8075 Greenmead Dr, College Park, MD 20740, USA"
Yun,Y,Zhang,"Department of Veterinary Medicine, University of Maryland, College Park, MD 20742, USA.",University of Maryland,"8075 Greenmead Dr, College Park, MD 20740, USA"
Yifan,Y,Zhang,"Department of Veterinary Medicine, University of Maryland, College Park, MD 20742, USA.",University of Maryland,"8075 Greenmead Dr, College Park, MD 20740, USA"
Yu,Y,Zhang,"Department of Veterinary Medicine, University of Maryland, College Park, MD 20742, USA.",University of Maryland,"8075 Greenmead Dr, College Park, MD 20740, USA"
Yi,Y,Zhang,"Department of Veterinary Medicine, University of Maryland, College Park, MD 20742, USA.",University of Maryland,"8075 Greenmead Dr, College Park, MD 20740, USA"
Yue,Y,Zhang,"Department of Veterinary Medicine, University of Maryland, College Park, MD 20742, USA.",University of Maryland,"8075 Greenmead Dr, College Park, MD 20740, USA"
Yan,Y,Zhang,"Department of Veterinary Medicine, University of Maryland, College Park, MD 20742, USA.",University of Maryland,"8075 Greenmead Dr, College Park, MD 20740, USA"
Qiyi,Q,Tang,"Department of Microbiology, Howard University College of Medicine, Washington, DC 20059, USA.",Howard University College of Medicine,"College of Medicine, 520 W St NW, Washington, DC 20059, USA"
Qun,Q,Tang,"Department of Microbiology, Howard University College of Medicine, Washington, DC 20059, USA.",Howard University College of Medicine,"College of Medicine, 520 W St NW, Washington, DC 20059, USA"
Yeyun,Y,Ouyang,"Department of Biochemistry, The University of Utah, Salt Lake City, United States.",The University of Utah,"Salt Lake City, UT 84132, USA"
Matt,M,West,"Department of Molecular, Cellular, and Developmental Biology, University of Colorado, Boulder, Boulder, United States.",University of Colorado,"Boulder, CO 80302, USA"
Jared,J,Rutter,"Howard Hughes Medical Institute, University of Utah, Salt Lake City, United States.",University of Utah,"15 2030 E #5100, Salt Lake City, UT 84112, USA"
Rohit,R,Singh,"Department of Physiology and Cell Biology, Dorothy M. Davis Heart and Lung Research Institute, The Ohio State University College of Medicine, Columbus, United States.",The Ohio State University College of Medicine,"473 W 12th Ave, Columbus, OH 43210, USA"
Randolph,R,Singh,"Department of Physiology and Cell Biology, Dorothy M. Davis Heart and Lung Research Institute, The Ohio State University College of Medicine, Columbus, United States.",The Ohio State University College of Medicine,"473 W 12th Ave, Columbus, OH 43210, USA"
Krishna,K,Chinthalapudi,"Department of Physiology and Cell Biology, Dorothy M. Davis Heart and Lung Research Institute, The Ohio State University College of Medicine, Columbus, United States.",The Ohio State University College of Medicine,"473 W 12th Ave, Columbus, OH 43210, USA"
Dongmei,D,Li,"Department of Microbiology & Immunology, Georgetown University Medical Center, Washington, DC, USA. dl33@georgetown.edu.",Georgetown University Medical Center,"3800 Reservoir Rd NW, Washington, DC 20007, USA"
Daofeng,D,Li,"Department of Microbiology & Immunology, Georgetown University Medical Center, Washington, DC, USA. dl33@georgetown.edu.",Georgetown University Medical Center,"3800 Reservoir Rd NW, Washington, DC 20007, USA"
De-Dong,D,Li,"Department of Microbiology & Immunology, Georgetown University Medical Center, Washington, DC, USA. dl33@georgetown.edu.",Georgetown University Medical Center,"3800 Reservoir Rd NW, Washington, DC 20007, USA"
Ji-Xin,J,Cheng,"Department of Microbiology & Immunology, Georgetown University Medical Center, Washington, DC, USA.",Georgetown University Medical Center,"5, Pasquerilla Healthcare Center, 3800 Reservoir Rd NW, Washington, DC 20007, USA"
Jiaxuan,J,Cheng,"Department of Microbiology & Immunology, Georgetown University Medical Center, Washington, DC, USA.",Georgetown University Medical Center,"5, Pasquerilla Healthcare Center, 3800 Reservoir Rd NW, Washington, DC 20007, USA"
Dongmei,D,Li,"Department of Microbiology and Immunology, Georgetown University Medical Center, Washington, DC, USA. dl33@georgetown.edu.",Georgetown University Medical Center,"3800 Reservoir Rd NW, Washington, DC 20007, USA"
Daofeng,D,Li,"Department of Microbiology and Immunology, Georgetown University Medical Center, Washington, DC, USA. dl33@georgetown.edu.",Georgetown University Medical Center,"3800 Reservoir Rd NW, Washington, DC 20007, USA"
De-Dong,D,Li,"Department of Microbiology and Immunology, Georgetown University Medical Center, Washington, DC, USA. dl33@georgetown.edu.",Georgetown University Medical Center,"3800 Reservoir Rd NW, Washington, DC 20007, USA"
Sue,S,Wickner,"Laboratory of Molecular Biology, National Cancer Institute, National Institutes of Health, Bethesda, Maryland, USA. Electronic address: wickners@mail.nih.gov.",National Cancer Institute,"Sprague Hall, University Of California Irvine, 839 Medical Sciences Ct #236, Irvine, CA 92697, USA"
Gabrielle,G,Puller,"Laboratory of Molecular Biology, National Cancer Institute, National Institutes of Health, Bethesda, MD 20892, USA.",National Cancer Institute,"Sprague Hall, University Of California Irvine, 839 Medical Sciences Ct #236, Irvine, CA 92697, USA"
Sue,S,Wickner,"Laboratory of Molecular Biology, National Cancer Institute, National Institutes of Health, Bethesda, MD 20892, USA. Electronic address: wickners@mail.nih.gov.",National Cancer Institute,"Sprague Hall, University Of California Irvine, 839 Medical Sciences Ct #236, Irvine, CA 92697, USA"
Alex,A,Zelter,"Department of Biochemistry, University of Washington, Seattle, WA, USA.",University of Washington,"Seattle, WA 98195, USA"
Luciana,L,Lazar-Stefanita,"Institute for Systems Genetics and Department of Biochemistry and Molecular Pharmacology, NYU Langone Health, New York, NY, USA.",Institute for Systems Genetics and Department of Biochemistry and Molecular Pharmacology,"435 E 30th St, New York, NY 10016, USA"
Yilei,Y,Fu,"Department of Computer Science, Rice University, Houston, TX 77251-1892, USA.",Rice University,"7702 Main St, Houston, TX 77025, USA"
Yuechi,Y,Fu,"Department of Computer Science, Rice University, Houston, TX 77251-1892, USA.",Rice University,"7702 Main St, Houston, TX 77025, USA"
Yong,Y,Fu,"Department of Computer Science, Rice University, Houston, TX 77251-1892, USA.",Rice University,"7702 Main St, Houston, TX 77025, USA"
Medhat,M,Mahmoud,"Department of Molecular and Human Genetics, Baylor College of Medicine, Houston, TX 77030, USA.",Baylor College of Medicine,"7200 Cambridge St, Houston, TX 77030, USA"
Srivathsan,S,Ranganathan,"Department of Biotechnology, School of Chemical and Biotechnology, SASTRA Deemed to be University, Tirumalaisamudram, Thanjavur, India.",SASTRA Deemed to be University,"P2G9+X7H, Thirumalaisamudram, Tamil Nadu 613401, India"
Brandon,B,Kennedy,"UCD School of Biomolecular and Biomedical Science, Conway Institute, University College Dublin, Belfield, D4, Dublin, Ireland.",University College Dublin,"Belfield, Dublin 4, Ireland"
Anand,A,Swaroop,"Neurobiology, Neurodegeneration and Repair Laboratory, National Eye Institute, National Institutes of Health, MSC0610, 6 Center Drive, Bethesda, MD, 20892, USA. swaroopa@nei.nih.gov.",National Eye Institute,"850 Health Sciences Rd, Irvine, CA 92697, USA"
Sebastian,S,Arenas,"University of Miami Health System, Miami, FL, USA.",University of Miami Health System,"1400 NW 12th Ave, Miami, FL 33136, USA"
Sumit,S,Patel,"University of Miami Health System, Miami, FL, USA.",University of Miami Health System,"1400 NW 12th Ave, Miami, FL 33136, USA"
Shivani,S,Patel,"University of Miami Health System, Miami, FL, USA.",University of Miami Health System,"1400 NW 12th Ave, Miami, FL 33136, USA"
Seema,S,Patel,"University of Miami Health System, Miami, FL, USA.",University of Miami Health System,"1400 NW 12th Ave, Miami, FL 33136, USA"
Shruti,S,Patel,"University of Miami Health System, Miami, FL, USA.",University of Miami Health System,"1400 NW 12th Ave, Miami, FL 33136, USA"
Satya,S,Patel,"University of Miami Health System, Miami, FL, USA.",University of Miami Health System,"1400 NW 12th Ave, Miami, FL 33136, USA"
Smita,S,Patel,"University of Miami Health System, Miami, FL, USA.",University of Miami Health System,"1400 NW 12th Ave, Miami, FL 33136, USA"
Tiago,T,Ferreira,"Department of Medicine, Division of Pulmonary, Critical Care, and Sleep Medicine, University of Miami Miller School of Medicine, Miami, FL, USA.",University of Miami Miller School of Medicine,"1600 NW 10th Ave #1140, Miami, FL 33136, USA"
Yiqun,Y,Zhou,"Department of Pathology and Laboratory Medicine, University of Miami Miller School of Medicine, Miami, FL, USA.",University of Miami Miller School of Medicine,"1550 NW 10th Ave #118, Miami, FL 33136, USA"
Yue,Y,Zhou,"Department of Pathology and Laboratory Medicine, University of Miami Miller School of Medicine, Miami, FL, USA.",University of Miami Miller School of Medicine,"1550 NW 10th Ave #118, Miami, FL 33136, USA"
Ye,Y,Zhou,"Department of Pathology and Laboratory Medicine, University of Miami Miller School of Medicine, Miami, FL, USA.",University of Miami Miller School of Medicine,"1550 NW 10th Ave #118, Miami, FL 33136, USA"
Han-Jung,H,Lee,"Department of Chemistry, Duke Universitygrid.26009.3d, Durham, North Carolina, USA.",Duke Universitygrid.26009.3d,"Durham, NC 27710, USA"
Hyun,H,Lee,"Department of Chemistry, Duke Universitygrid.26009.3d, Durham, North Carolina, USA.",Duke Universitygrid.26009.3d,"Durham, NC 27710, USA"
Hangnoh,H,Lee,"Department of Chemistry, Duke Universitygrid.26009.3d, Durham, North Carolina, USA.",Duke Universitygrid.26009.3d,"Durham, NC 27710, USA"
Hyeonseok,H,Lee,"Department of Chemistry, Duke Universitygrid.26009.3d, Durham, North Carolina, USA.",Duke Universitygrid.26009.3d,"Durham, NC 27710, USA"
Jiarong,J,Hong,"Department of Chemistry, Duke Universitygrid.26009.3d, Durham, North Carolina, USA.",Duke Universitygrid.26009.3d,"Durham, NC 27710, USA"
Jin,J,Hong,"Department of Chemistry, Duke Universitygrid.26009.3d, Durham, North Carolina, USA.",Duke Universitygrid.26009.3d,"Durham, NC 27710, USA"
Yun,Y,Wang,"Computer Science Department, Indiana University, Bloomington, IN, 47408, USA. yijwang@iu.edu.",Indiana University,"700 N Woodlawn Ave, Bloomington, IN 47408, USA"
Yang,Y,Wang,"Computer Science Department, Indiana University, Bloomington, IN, 47408, USA. yijwang@iu.edu.",Indiana University,"700 N Woodlawn Ave, Bloomington, IN 47408, USA"
Yun-Xing,Y,Wang,"Computer Science Department, Indiana University, Bloomington, IN, 47408, USA. yijwang@iu.edu.",Indiana University,"700 N Woodlawn Ave, Bloomington, IN 47408, USA"
Yiqing,Y,Wang,"Computer Science Department, Indiana University, Bloomington, IN, 47408, USA. yijwang@iu.edu.",Indiana University,"700 N Woodlawn Ave, Bloomington, IN 47408, USA"
Yanhua,Y,Wang,"Computer Science Department, Indiana University, Bloomington, IN, 47408, USA. yijwang@iu.edu.",Indiana University,"700 N Woodlawn Ave, Bloomington, IN 47408, USA"
Yan,Y,Wang,"Computer Science Department, Indiana University, Bloomington, IN, 47408, USA. yijwang@iu.edu.",Indiana University,"700 N Woodlawn Ave, Bloomington, IN 47408, USA"
Ying,Y,Wang,"Computer Science Department, Indiana University, Bloomington, IN, 47408, USA. yijwang@iu.edu.",Indiana University,"700 N Woodlawn Ave, Bloomington, IN 47408, USA"
Yanzhuang,Y,Wang,"Computer Science Department, Indiana University, Bloomington, IN, 47408, USA. yijwang@iu.edu.",Indiana University,"700 N Woodlawn Ave, Bloomington, IN 47408, USA"
Yufeng,Y,Wang,"Computer Science Department, Indiana University, Bloomington, IN, 47408, USA. yijwang@iu.edu.",Indiana University,"700 N Woodlawn Ave, Bloomington, IN 47408, USA"
Yi,Y,Wang,"Computer Science Department, Indiana University, Bloomington, IN, 47408, USA. yijwang@iu.edu.",Indiana University,"700 N Woodlawn Ave, Bloomington, IN 47408, USA"
Yuqi,Y,Wang,"Computer Science Department, Indiana University, Bloomington, IN, 47408, USA. yijwang@iu.edu.",Indiana University,"700 N Woodlawn Ave, Bloomington, IN 47408, USA"
Yifei,Y,Wang,"Computer Science Department, Indiana University, Bloomington, IN, 47408, USA. yijwang@iu.edu.",Indiana University,"700 N Woodlawn Ave, Bloomington, IN 47408, USA"
Yiming,Y,Wang,"Computer Science Department, Indiana University, Bloomington, IN, 47408, USA. yijwang@iu.edu.",Indiana University,"700 N Woodlawn Ave, Bloomington, IN 47408, USA"
Yanchang,Y,Wang,"Computer Science Department, Indiana University, Bloomington, IN, 47408, USA. yijwang@iu.edu.",Indiana University,"700 N Woodlawn Ave, Bloomington, IN 47408, USA"
Yuhao,Y,Wang,"Computer Science Department, Indiana University, Bloomington, IN, 47408, USA. yijwang@iu.edu.",Indiana University,"700 N Woodlawn Ave, Bloomington, IN 47408, USA"
Yiquan,Y,Wang,"Computer Science Department, Indiana University, Bloomington, IN, 47408, USA. yijwang@iu.edu.",Indiana University,"700 N Woodlawn Ave, Bloomington, IN 47408, USA"
Yirong,Y,Wang,"Computer Science Department, Indiana University, Bloomington, IN, 47408, USA. yijwang@iu.edu.",Indiana University,"700 N Woodlawn Ave, Bloomington, IN 47408, USA"
Yen-Wen,Y,Wang,"Computer Science Department, Indiana University, Bloomington, IN, 47408, USA. yijwang@iu.edu.",Indiana University,"700 N Woodlawn Ave, Bloomington, IN 47408, USA"
Yijie,Y,Wang,"Computer Science Department, Indiana University, Bloomington, IN, 47408, USA. yijwang@iu.edu.",Indiana University,"700 N Woodlawn Ave, Bloomington, IN 47408, USA"
Yichen,Y,Wang,"Computer Science Department, Indiana University, Bloomington, IN, 47408, USA. yijwang@iu.edu.",Indiana University,"700 N Woodlawn Ave, Bloomington, IN 47408, USA"
Yina,Y,Wang,"Computer Science Department, Indiana University, Bloomington, IN, 47408, USA. yijwang@iu.edu.",Indiana University,"700 N Woodlawn Ave, Bloomington, IN 47408, USA"
Yingxiao,Y,Wang,"Computer Science Department, Indiana University, Bloomington, IN, 47408, USA. yijwang@iu.edu.",Indiana University,"700 N Woodlawn Ave, Bloomington, IN 47408, USA"
Yue,Y,Wang,"Computer Science Department, Indiana University, Bloomington, IN, 47408, USA. yijwang@iu.edu.",Indiana University,"700 N Woodlawn Ave, Bloomington, IN 47408, USA"
Yinsheng,Y,Wang,"Computer Science Department, Indiana University, Bloomington, IN, 47408, USA. yijwang@iu.edu.",Indiana University,"700 N Woodlawn Ave, Bloomington, IN 47408, USA"
Han-Jung,H,Lee,"Laboratory of Cellular and Developmental Biology, National Institute of Diabetes and Digestive and Kidney Diseases, 50 South Drive, Bethesda, MD, 20892, USA.",National Institute of Diabetes and Digestive and Kidney Diseases,"31 Center Dr, Bethesda, MD 20892, USA"
